convective_available_potential_energy,k_index,cross_totals_index,vertical_totals_index,lifted_index,showalter_index,temp_1000_hpa,dewpoint_1000_hpa,temp_850_hpa,dewpoint_850_hpa,temp_700_hpa,dewpoint_700_hpa,temp_500_hpa,dewpoint_500_hpa,rain
909.29,33.0,20.2,23.3,-2.68,0.42,26.4,22.9,17.8,14.7,9.4,4.4,-5.5,-8.8,0
808.61,33.1,19.7,23.7,-2.34,0.61,26.2,22.8,18.4,14.4,9.8,4.8,-5.3,10.3,0
808.61,33.1,19.7,23.7,-2.34,0.61,26.2,22.8,18.4,14.4,9.8,4.8,-5.3,10.3,1
745.08,39.2,23.3,23.5,-3.34,-2.3,24.2,22.7,17.0,16.8,8.8,7.7,-6.5,-8.5,1
745.08,39.2,23.3,23.5,-3.34,-2.3,24.2,22.7,17.0,16.8,8.8,7.7,-6.5,-8.5,0
477.39,33.0,19.8,23.1,-1.58,0.72,26.2,22.5,18.0,14.7,9.6,4.8,-5.1,11.1,0
477.39,33.0,19.8,23.1,-1.58,0.72,26.2,22.5,18.0,14.7,9.6,4.8,-5.1,11.1,1
770.54,36.0,21.1,24.1,-3.18,-0.57,25.6,22.2,18.0,15.0,9.2,6.1,-6.1,-8.3,0
770.54,36.0,21.1,24.1,-3.18,-0.57,25.6,22.2,18.0,15.0,9.2,6.1,-6.1,-8.3,0
991.65,33.3,20.8,22.9,-2.91,0.02,25.6,23.0,17.4,15.3,10.0,5.1,-5.5,-8.2,1
991.65,33.3,20.8,22.9,-2.91,0.02,25.6,23.0,17.4,15.3,10.0,5.1,-5.5,-8.2,1
360.27,33.9,21.9,22.7,-2.41,-0.6,24.6,22.2,16.4,15.6,9.6,5.2,-6.3,-7.2,0
360.27,33.9,21.9,22.7,-2.41,-0.6,24.6,22.2,16.4,15.6,9.6,5.2,-6.3,-7.2,0
355.62,30.4,20.2,23.5,-2.44,0.68,26.8,21.8,17.2,13.9,10.2,3.2,-6.3,10.0,1
355.62,30.4,20.2,23.5,-2.44,0.68,26.8,21.8,17.2,13.9,10.2,3.2,-6.3,10.0,0
565.69,31.0,20.2,22.7,-1.25,0.43,26.8,22.1,17.8,15.3,10.0,3.0,-4.9,12.9,0
565.69,31.0,20.2,22.7,-1.25,0.43,26.8,22.1,17.8,15.3,10.0,3.0,-4.9,12.9,1
362.83,39.7,22.5,23.1,-1.96,-1.59,23.6,22.3,17.2,16.6,9.0,9.0,-5.9,-5.9,1
362.83,39.7,22.5,23.1,-1.96,-1.59,23.6,22.3,17.2,16.6,9.0,9.0,-5.9,-5.9,0
336.56,32.3,20.9,23.3,-1.74,-0.08,26.2,21.8,17.4,15.0,10.4,4.4,-5.9,-6.9,1
336.56,32.3,20.9,23.3,-1.74,-0.08,26.2,21.8,17.4,15.0,10.4,4.4,-5.9,-6.9,0
1034.8,33.3,19.3,22.3,-1.91,1.41,26.4,22.4,17.6,14.6,8.8,5.2,-4.7,-8.1,1
1034.8,33.3,19.3,22.3,-1.91,1.41,26.4,22.4,17.6,14.6,8.8,5.2,-4.7,-8.1,0
29.13,31.6,18.1,23.1,0.23,2.24,24.8,20.7,18.2,13.2,9.8,5.1,-4.9,-9.1,1
29.13,31.6,18.1,23.1,0.23,2.24,24.8,20.7,18.2,13.2,9.8,5.1,-4.9,-9.1,0
69.31,31.2,19.2,23.3,0.04,1.28,24.8,21.1,18.0,13.9,10.0,4.0,-5.3,11.3,0
69.31,31.2,19.2,23.3,0.04,1.28,24.8,21.1,18.0,13.9,10.0,4.0,-5.3,11.3,0
128.54,32.0,18.3,23.3,-0.96,2.29,25.8,20.9,17.6,12.6,9.6,5.7,-5.7,-7.9,0
128.54,32.0,18.3,23.3,-0.96,2.29,25.8,20.9,17.6,12.6,9.6,5.7,-5.7,-7.9,0
157.54,27.1,16.9,23.9,-0.95,3.23,25.8,21.0,18.2,11.2,10.0,2.0,-5.7,22.7,1
157.54,27.1,16.9,23.9,-0.95,3.23,25.8,21.0,18.2,11.2,10.0,2.0,-5.7,22.7,0
139.05,29.1,18.9,23.9,-1.08,1.44,25.6,21.5,18.2,13.2,9.6,1.6,-5.7,10.7,1
139.05,29.1,18.9,23.9,-1.08,1.44,25.6,21.5,18.2,13.2,9.6,1.6,-5.7,10.7,0
270.83,38.0,21.5,23.3,-1.72,-0.58,25.6,21.5,17.2,15.4,7.8,7.1,-6.1,-7.3,0
270.83,38.0,21.5,23.3,-1.72,-0.58,25.6,21.5,17.2,15.4,7.8,7.1,-6.1,-7.3,0
24.45,32.4,20.9,22.5,0.15,0.4,25.2,19.2,16.4,14.8,7.4,2.5,-6.1,13.1,0
24.45,32.4,20.9,22.5,0.15,0.4,25.2,19.2,16.4,14.8,7.4,2.5,-6.1,13.1,0
6.14,31.7,17.9,22.3,0.8,2.82,27.0,20.0,17.4,13.0,8.4,4.8,-4.9,16.9,0
6.14,31.7,17.9,22.3,0.8,2.82,27.0,20.0,17.4,13.0,8.4,4.8,-4.9,16.9,0
0.0,29.3,18.5,24.5,2.0,1.5,26.8,17.8,18.8,12.8,10.2,2.2,-5.7,11.7,0
0.0,29.3,18.5,24.5,2.0,1.5,26.8,17.8,18.8,12.8,10.2,2.2,-5.7,11.7,0
176.73,33.7,20.5,24.1,-1.11,-0.08,26.2,21.2,18.2,14.6,9.4,4.4,-5.9,11.9,1
176.73,33.7,20.5,24.1,-1.11,-0.08,26.2,21.2,18.2,14.6,9.4,4.4,-5.9,11.9,0
315.53,33.6,20.0,22.9,-0.59,0.71,26.2,20.2,17.6,14.7,9.0,5.0,-5.3,12.3,1
315.53,33.6,20.0,22.9,-0.59,0.71,26.2,20.2,17.6,14.7,9.0,5.0,-5.3,12.3,0
267.0,30.5,19.5,23.7,-1.12,0.98,26.2,20.2,18.0,13.8,10.0,3.0,-5.7,11.7,1
267.0,30.5,19.5,23.7,-1.12,0.98,26.2,20.2,18.0,13.8,10.0,3.0,-5.7,11.7,0
48.28,26.1,16.5,22.5,0.96,3.58,26.0,21.0,18.6,12.6,10.2,1.2,-3.9,20.9,1
48.28,26.1,16.5,22.5,0.96,3.58,26.0,21.0,18.6,12.6,10.2,1.2,-3.9,20.9,0
491.26,26.7,18.7,23.7,-2.05,1.72,26.4,22.1,18.0,13.0,9.2,-0.8,-5.7,20.7,1
491.26,26.7,18.7,23.7,-2.05,1.72,26.4,22.1,18.0,13.0,9.2,-0.8,-5.7,20.7,0
4.36,24.7,18.7,23.7,-0.47,1.72,25.2,20.9,18.0,13.0,9.4,-2.6,-5.7,-9.3,0
4.36,24.7,18.7,23.7,-0.47,1.72,25.2,20.9,18.0,13.0,9.4,-2.6,-5.7,-9.3,0
0.0,32.4,17.1,21.9,1.48,3.25,26.2,21.3,18.2,13.4,9.2,6.3,-3.7,21.7,1
0.0,32.4,17.1,21.9,1.48,3.25,26.2,21.3,18.2,13.4,9.2,6.3,-3.7,21.7,0
0.0,22.8,17.6,21.7,1.38,2.79,25.8,20.8,18.2,14.1,11.4,-1.6,-3.5,16.5,1
0.0,22.8,17.6,21.7,1.38,2.79,25.8,20.8,18.2,14.1,11.4,-1.6,-3.5,16.5,1
76.7,26.3,16.5,23.5,-0.57,3.39,25.0,20.6,18.8,11.8,10.0,1.0,-4.7,23.7,1
76.7,26.3,16.5,23.5,-0.57,3.39,25.0,20.6,18.8,11.8,10.0,1.0,-4.7,23.7,1
251.23,35.1,20.2,23.9,-1.86,0.3,25.2,21.8,18.0,14.3,9.0,5.9,-5.9,-8.5,1
251.23,35.1,20.2,23.9,-1.86,0.3,25.2,21.8,18.0,14.3,9.0,5.9,-5.9,-8.5,0
38.6,30.1,16.7,22.7,0.3,3.46,25.4,20.8,18.4,12.4,10.0,5.0,-4.3,12.3,1
82.61,33.8,19.4,22.3,-0.16,1.22,26.6,20.6,17.8,14.9,8.8,5.4,-4.5,-7.4,0
293.99,34.8,19.7,21.5,-0.47,1.03,26.0,21.4,17.6,15.8,9.6,7.1,-3.9,-8.1,0
220.16,35.9,18.9,23.1,-0.42,1.15,27.0,21.0,19.0,14.8,9.8,7.8,-4.1,15.1,1
92.35,34.8,21.5,23.7,-1.33,-0.77,25.2,20.9,17.6,15.4,9.6,5.3,-6.1,-7.8,0
92.35,34.8,21.5,23.7,-1.33,-0.77,25.2,20.9,17.6,15.4,9.6,5.3,-6.1,-7.8,0
46.43,31.1,18.1,23.1,-0.01,2.41,23.8,20.7,17.8,12.8,9.2,4.4,-5.3,-6.2,0
1071.07,33.4,19.8,24.5,-2.88,0.39,25.8,21.6,18.6,13.9,10.2,5.2,-5.9,-7.9,0
3419.86,36.4,22.2,22.5,-4.98,-1.68,27.0,26.3,18.0,17.7,9.6,5.8,-4.5,38.5,1
818.22,30.4,18.6,23.3,-1.4,1.5,25.8,22.2,18.8,14.1,9.2,2.2,-4.5,-8.8,0
818.22,30.4,18.6,23.3,-1.4,1.5,25.8,22.2,18.8,14.1,9.2,2.2,-4.5,-8.8,0
990.14,32.7,19.4,22.5,-2.34,1.49,26.2,23.1,17.2,14.1,9.4,5.5,-5.3,11.3,1
990.14,32.7,19.4,22.5,-2.34,1.49,26.2,23.1,17.2,14.1,9.4,5.5,-5.3,11.3,0
279.42,36.8,20.6,24.7,-2.53,0.06,25.8,20.8,17.6,13.5,8.2,6.8,-7.1,-8.2,0
0.98,36.6,20.6,20.7,0.83,0.89,22.2,20.7,16.0,15.9,8.6,8.6,-4.7,-4.7,0
0.98,36.6,20.6,20.7,0.83,0.89,22.2,20.7,16.0,15.9,8.6,8.6,-4.7,-4.7,0
64.17,37.8,21.2,21.3,0.33,-0.01,22.2,22.0,16.6,16.5,8.4,8.4,-4.7,-6.2,0
64.17,37.8,21.2,21.3,0.33,-0.01,22.2,22.0,16.6,16.5,8.4,8.4,-4.7,-6.2,0
427.64,32.8,20.2,22.9,-1.61,0.52,25.6,22.0,17.6,14.9,9.8,4.8,-5.3,-8.6,1
427.64,32.8,20.2,22.9,-1.61,0.52,25.6,22.0,17.6,14.9,9.8,4.8,-5.3,-8.6,0
476.51,33.1,20.6,22.1,-1.99,0.61,26.2,22.6,16.6,15.1,9.0,4.9,-5.5,-7.4,0
476.51,33.1,20.6,22.1,-1.99,0.61,26.2,22.6,16.6,15.1,9.0,4.9,-5.5,-7.4,1
80.19,33.2,18.1,22.5,0.1,2.54,23.8,21.8,17.6,13.2,8.0,5.5,-4.9,-6.6,0
402.6,27.7,20.7,24.3,-2.79,-0.19,25.8,21.4,18.0,14.4,10.0,-1.0,-6.3,-8.7,0
402.6,27.7,20.7,24.3,-2.79,-0.19,25.8,21.4,18.0,14.4,10.0,-1.0,-6.3,-8.7,0
735.7,27.7,20.7,23.7,-2.89,-0.17,26.4,21.6,18.0,15.0,10.4,-0.6,-5.7,11.7,0
735.7,27.7,20.7,23.7,-2.89,-0.17,26.4,21.6,18.0,15.0,10.4,-0.6,-5.7,11.7,0
176.93,32.7,18.8,22.7,0.01,1.34,26.0,21.4,18.8,14.9,9.8,4.9,-3.9,12.9,0
176.93,32.7,18.8,22.7,0.01,1.34,26.0,21.4,18.8,14.9,9.8,4.9,-3.9,12.9,0
568.96,27.8,21.6,24.1,-2.51,-1.15,26.2,21.8,18.2,15.7,10.2,-1.8,-5.9,11.9,0
568.96,27.8,21.6,24.1,-2.51,-1.15,26.2,21.8,18.2,15.7,10.2,-1.8,-5.9,11.9,0
890.71,35.1,20.7,23.7,-2.63,-0.44,26.2,22.5,18.6,15.6,9.4,5.2,-5.1,14.1,0
890.71,35.1,20.7,23.7,-2.63,-0.44,26.2,22.5,18.6,15.6,9.4,5.2,-5.1,14.1,0
580.94,34.4,20.4,22.5,-1.7,0.24,26.4,23.1,17.8,15.7,10.0,6.2,-4.7,14.7,0
580.94,34.4,20.4,22.5,-1.7,0.24,26.4,23.1,17.8,15.7,10.0,6.2,-4.7,14.7,0
575.77,34.7,20.2,23.1,-1.68,0.24,27.0,22.0,18.2,15.3,9.4,5.7,-4.9,-9.9,0
575.77,34.7,20.2,23.1,-1.68,0.24,27.0,22.0,18.2,15.3,9.4,5.7,-4.9,-9.9,0
641.61,34.2,19.6,23.5,-2.03,0.72,27.0,23.2,18.4,14.5,9.6,5.8,-5.1,-9.1,0
641.61,34.2,19.6,23.5,-2.03,0.72,27.0,23.2,18.4,14.5,9.6,5.8,-5.1,-9.1,0
785.39,31.5,19.9,22.7,-2.05,0.82,26.6,22.4,17.6,14.8,9.8,3.8,-5.1,14.1,0
785.39,31.5,19.9,22.7,-2.05,0.82,26.6,22.4,17.6,14.8,9.8,3.8,-5.1,14.1,1
207.38,38.7,21.9,22.9,-1.62,-0.98,25.0,21.0,17.2,16.2,8.4,8.0,-5.7,-8.4,0
207.38,38.7,21.9,22.9,-1.62,-0.98,25.0,21.0,17.2,16.2,8.4,8.0,-5.7,-8.4,0
0.0,29.9,19.5,23.1,-29.26,2.64,21.8,18.0,14.4,10.8,5.6,1.6,-8.7,13.2,1
0.0,29.9,19.5,23.1,-29.26,2.64,21.8,18.0,14.4,10.8,5.6,1.6,-8.7,13.2,0
489.09,33.7,19.6,23.7,-1.7,0.79,26.0,21.9,18.2,14.1,10.0,5.9,-5.5,-9.9,0
489.09,33.7,19.6,23.7,-1.7,0.79,26.0,21.9,18.2,14.1,10.0,5.9,-5.5,-9.9,0
548.21,35.3,19.7,23.1,-2.28,0.99,25.8,23.3,17.6,14.2,9.4,7.4,-5.5,-9.3,1
548.21,35.3,19.7,23.1,-2.28,0.99,25.8,23.3,17.6,14.2,9.4,7.4,-5.5,-9.3,1
47.3,31.6,19.6,22.7,0.06,0.93,24.6,20.9,18.0,14.9,9.8,3.8,-4.7,10.7,0
47.3,31.6,19.6,22.7,0.06,0.93,24.6,20.9,18.0,14.9,9.8,3.8,-4.7,10.7,1
194.6,36.8,20.5,23.5,-1.78,0.12,24.6,22.2,17.8,14.8,9.4,7.9,-5.7,12.7,0
194.6,36.8,20.5,23.5,-1.78,0.12,24.6,22.2,17.8,14.8,9.4,7.9,-5.7,12.7,0
198.94,35.8,21.2,23.1,-1.3,-0.47,25.2,21.7,17.6,15.7,9.2,6.2,-5.5,-6.9,0
198.94,35.8,21.2,23.1,-1.3,-0.47,25.2,21.7,17.6,15.7,9.2,6.2,-5.5,-6.9,0
395.26,33.1,19.6,23.3,-1.45,0.73,26.2,21.7,18.4,14.7,10.0,5.1,-4.9,-9.1,0
6.45,34.0,19.1,23.3,0.58,1.29,27.2,19.2,18.2,14.0,8.8,5.5,-5.1,10.1,0
6.45,34.0,19.1,23.3,0.58,1.29,27.2,19.2,18.2,14.0,8.8,5.5,-5.1,10.1,1
821.75,38.2,22.2,23.1,-3.23,-1.28,24.6,22.7,17.2,16.3,7.6,6.4,-5.9,-6.7,1
821.75,38.2,22.2,23.1,-3.23,-1.28,24.6,22.7,17.2,16.3,7.6,6.4,-5.9,-6.7,1
1057.47,32.5,20.3,22.9,-2.63,0.15,26.0,23.2,18.2,15.6,11.0,5.0,-4.7,10.7,0
1057.47,32.5,20.3,22.9,-2.63,0.15,26.0,23.2,18.2,15.6,11.0,5.0,-4.7,10.7,0
273.8,30.7,19.7,22.1,-0.3,0.84,27.4,21.4,18.0,15.6,11.0,4.0,-4.1,17.1,0
273.8,30.7,19.7,22.1,-0.3,0.84,27.4,21.4,18.0,15.6,11.0,4.0,-4.1,17.1,0
563.71,32.1,18.3,24.3,-1.63,1.3,27.4,22.4,19.8,13.8,11.0,5.0,-4.5,15.5,0
563.71,32.1,18.3,24.3,-1.63,1.3,27.4,22.4,19.8,13.8,11.0,5.0,-4.5,15.5,0
973.53,31.2,18.4,23.3,-1.56,1.28,26.8,22.7,19.8,14.9,10.8,3.8,-3.5,18.5,0
973.53,31.2,18.4,23.3,-1.56,1.28,26.8,22.7,19.8,14.9,10.8,3.8,-3.5,18.5,0
0.0,30.1,17.5,23.5,0.67,2.18,26.0,20.0,19.6,13.6,11.0,4.0,-3.9,14.9,0
0.0,30.1,17.5,23.5,0.67,2.18,26.0,20.0,19.6,13.6,11.0,4.0,-3.9,14.9,0
1326.73,34.9,17.5,23.5,-3.04,2.42,26.8,22.5,19.0,13.0,9.6,8.0,-4.5,13.5,1
1326.73,34.9,17.5,23.5,-3.04,2.42,26.8,22.5,19.0,13.0,9.6,8.0,-4.5,13.5,0
528.25,32.1,17.1,23.1,-1.28,2.82,26.2,22.0,19.0,13.0,10.4,6.4,-4.1,10.1,1
199.77,34.7,20.7,23.1,-1.6,-0.07,24.6,22.9,17.8,15.4,10.8,7.0,-5.3,-7.4,0
199.77,34.7,20.7,23.1,-1.6,-0.07,24.6,22.9,17.8,15.4,10.8,7.0,-5.3,-7.4,1
291.3,35.4,20.5,24.7,-2.07,-0.37,24.6,22.8,18.8,14.6,10.0,6.1,-5.9,-6.1,0
291.3,35.4,20.5,24.7,-2.07,-0.37,24.6,22.8,18.8,14.6,10.0,6.1,-5.9,-6.1,0
501.46,35.7,19.5,24.5,-2.22,0.42,26.4,23.0,19.2,14.2,9.0,6.0,-5.3,-7.2,0
501.46,35.7,19.5,24.5,-2.22,0.42,26.4,23.0,19.2,14.2,9.0,6.0,-5.3,-7.2,0
256.75,33.0,21.0,23.3,-1.89,-0.46,26.6,22.0,18.0,15.7,11.0,5.0,-5.3,-8.6,1
256.75,33.0,21.0,23.3,-1.89,-0.46,26.6,22.0,18.0,15.7,11.0,5.0,-5.3,-8.6,0
6.07,35.7,18.6,23.3,0.66,1.5,26.8,20.8,18.8,14.1,9.4,7.7,-4.5,10.5,0
6.07,35.7,18.6,23.3,0.66,1.5,26.8,20.8,18.8,14.1,9.4,7.7,-4.5,10.5,0
0.0,28.5,18.1,22.5,2.13,1.77,26.2,21.2,19.4,15.0,10.8,1.8,-3.1,12.1,0
0.0,28.5,18.1,22.5,2.13,1.77,26.2,21.2,19.4,15.0,10.8,1.8,-3.1,12.1,0
232.71,34.8,18.3,22.7,-0.29,1.74,25.8,20.9,19.0,14.6,10.0,7.5,-3.7,11.7,1
232.71,34.8,18.3,22.7,-0.29,1.74,25.8,20.9,19.0,14.6,10.0,7.5,-3.7,11.7,1
151.17,37.2,20.8,23.5,-1.67,-0.26,25.8,21.4,18.0,15.3,9.2,7.6,-5.5,-6.7,1
151.17,37.2,20.8,23.5,-1.67,-0.26,25.8,21.4,18.0,15.3,9.2,7.6,-5.5,-6.7,0
72.48,34.9,18.9,22.5,-0.54,1.34,26.6,22.6,18.6,15.0,10.0,7.4,-3.9,-8.7,0
72.48,34.9,18.9,22.5,-0.54,1.34,26.6,22.6,18.6,15.0,10.0,7.4,-3.9,-8.7,1
97.0,38.4,20.6,21.9,-0.49,-0.15,24.8,22.9,18.2,16.9,10.4,10.0,-3.7,-5.4,0
97.0,38.4,20.6,21.9,-0.49,-0.15,24.8,22.9,18.2,16.9,10.4,10.0,-3.7,-5.4,0
37.01,31.0,15.1,22.1,1.62,4.64,27.0,22.4,19.2,12.2,11.8,8.5,-2.9,20.9,0
37.01,31.0,15.1,22.1,1.62,4.64,27.0,22.4,19.2,12.2,11.8,8.5,-2.9,20.9,1
46.96,31.4,15.3,22.3,0.24,4.36,26.4,22.0,19.4,12.4,11.2,7.9,-2.9,-6.9,0
46.96,31.4,15.3,22.3,0.24,4.36,26.4,22.0,19.4,12.4,11.2,7.9,-2.9,-6.9,0
43.08,34.8,16.3,22.3,0.62,3.38,26.0,21.9,19.6,13.6,10.0,8.9,-2.7,-8.7,1
43.08,34.8,16.3,22.3,0.62,3.38,26.0,21.9,19.6,13.6,10.0,8.9,-2.7,-8.7,0
6.66,36.6,19.0,22.1,0.56,1.08,26.8,21.9,19.0,15.9,10.4,9.0,-3.1,-7.0,1
6.66,36.6,19.0,22.1,0.56,1.08,26.8,21.9,19.0,15.9,10.4,9.0,-3.1,-7.0,1
802.13,39.7,21.6,23.5,-3.28,-1.33,25.6,24.1,18.6,16.7,10.0,9.5,-4.9,-6.0,1
802.13,39.7,21.6,23.5,-3.28,-1.33,25.6,24.1,18.6,16.7,10.0,9.5,-4.9,-6.0,1
4.88,36.7,20.1,23.1,-0.17,0.25,25.2,21.0,18.4,15.4,10.0,8.2,-4.7,-4.8,0
4.88,36.7,20.1,23.1,-0.17,0.25,25.2,21.0,18.4,15.4,10.0,8.2,-4.7,-4.8,0
0.0,34.9,17.1,25.1,1.45,2.07,26.4,20.4,20.4,12.4,10.0,7.4,-4.7,-6.0,0
0.0,34.9,17.1,25.1,1.45,2.07,26.4,20.4,20.4,12.4,10.0,7.4,-4.7,-6.0,0
39.79,35.0,21.0,23.3,-0.32,-0.64,26.8,19.8,18.4,16.1,10.0,5.6,-4.9,-8.2,0
39.79,35.0,21.0,23.3,-0.32,-0.64,26.8,19.8,18.4,16.1,10.0,5.6,-4.9,-8.2,0
328.69,40.2,23.2,23.3,-2.37,-2.4,24.6,22.6,17.4,17.3,8.6,8.2,-5.9,-9.4,1
328.69,40.2,23.2,23.3,-2.37,-2.4,24.6,22.6,17.4,17.3,8.6,8.2,-5.9,-9.4,0
502.16,31.9,16.7,26.7,-2.05,1.9,27.6,21.6,21.2,11.2,10.4,4.4,-5.5,-7.7,0
502.16,31.9,16.7,26.7,-2.05,1.9,27.6,21.6,21.2,11.2,10.4,4.4,-5.5,-7.7,0
1112.66,32.4,20.6,24.9,-3.97,-0.47,25.8,22.5,18.8,14.5,10.6,3.6,-6.1,10.3,0
1112.66,32.4,20.6,24.9,-3.97,-0.47,25.8,22.5,18.8,14.5,10.6,3.6,-6.1,10.3,0
276.82,30.9,19.1,23.7,-1.25,1.01,25.6,21.0,18.8,14.2,11.0,4.0,-4.9,21.9,1
276.82,30.9,19.1,23.7,-1.25,1.01,25.6,21.0,18.8,14.2,11.0,4.0,-4.9,21.9,0
209.9,34.1,19.3,23.3,-0.93,0.93,25.8,21.9,18.6,14.6,10.6,6.8,-4.7,14.7,0
209.9,34.1,19.3,23.3,-0.93,0.93,25.8,21.9,18.6,14.6,10.6,6.8,-4.7,14.7,0
308.68,25.2,19.8,23.3,-1.36,0.53,25.8,20.8,18.4,14.9,11.4,-1.6,-4.9,-9.2,0
308.68,25.2,19.8,23.3,-1.36,0.53,25.8,20.8,18.4,14.9,11.4,-1.6,-4.9,-9.2,0
408.99,28.1,16.3,23.3,-1.68,3.59,25.4,23.0,18.8,11.8,11.2,4.2,-4.5,14.5,0
408.99,28.1,16.3,23.3,-1.68,3.59,25.4,23.0,18.8,11.8,11.2,4.2,-4.5,14.5,0
52.06,27.9,17.5,23.5,-0.95,2.66,25.0,21.1,18.4,12.4,11.2,3.2,-5.1,32.1,0
52.06,27.9,17.5,23.5,-0.95,2.66,25.0,21.1,18.4,12.4,11.2,3.2,-5.1,32.1,0
118.63,24.5,16.5,22.5,-0.52,3.83,26.8,20.8,18.0,12.0,10.0,0.0,-4.5,27.5,0
118.63,24.5,16.5,22.5,-0.52,3.83,26.8,20.8,18.0,12.0,10.0,0.0,-4.5,27.5,0
40.05,32.1,17.9,24.9,-0.58,1.84,26.4,20.4,19.2,12.2,8.8,3.8,-5.7,14.7,0
40.05,32.1,17.9,24.9,-0.58,1.84,26.4,20.4,19.2,12.2,8.8,3.8,-5.7,14.7,1
468.31,38.5,20.5,23.1,-1.84,0.04,26.0,21.9,18.0,15.4,8.6,8.6,-5.1,-9.4,0
468.31,38.5,20.5,23.1,-1.84,0.04,26.0,21.9,18.0,15.4,8.6,8.6,-5.1,-9.4,0
3.96,32.3,19.5,23.7,0.74,0.63,26.4,19.4,18.8,14.6,10.4,4.4,-4.9,14.9,0
3.96,32.3,19.5,23.7,0.74,0.63,26.4,19.4,18.8,14.6,10.4,4.4,-4.9,14.9,1
224.77,34.3,19.9,24.7,-1.24,-0.05,27.2,21.2,19.4,14.6,10.2,5.2,-5.3,17.3,0
224.77,34.3,19.9,24.7,-1.24,-0.05,27.2,21.2,19.4,14.6,10.2,5.2,-5.3,17.3,0
283.45,34.9,20.8,24.5,-1.93,-0.65,27.0,21.0,18.8,15.1,10.4,5.7,-5.7,16.7,0
283.45,34.9,20.8,24.5,-1.93,-0.65,27.0,21.0,18.8,15.1,10.4,5.7,-5.7,16.7,0
265.48,36.5,19.3,22.9,-0.91,0.94,27.0,22.1,18.6,15.0,9.4,8.0,-4.3,31.3,0
265.48,36.5,19.3,22.9,-0.91,0.94,27.0,22.1,18.6,15.0,9.4,8.0,-4.3,31.3,0
0.0,25.9,10.9,23.9,2.68,7.53,26.6,16.6,19.6,6.6,10.0,5.4,-4.3,20.3,0
0.0,25.9,10.9,23.9,2.68,7.53,26.6,16.6,19.6,6.6,10.0,5.4,-4.3,20.3,0
0.0,26.7,13.1,23.1,3.39,6.37,26.2,18.2,18.6,8.6,10.4,5.4,-4.5,17.5,0
0.0,26.7,13.1,23.1,3.39,6.37,26.2,18.2,18.6,8.6,10.4,5.4,-4.5,17.5,0
3.47,25.5,14.7,25.7,0.46,4.17,24.6,18.6,19.8,8.8,10.6,1.6,-5.9,16.9,0
3.47,25.5,14.7,25.7,0.46,4.17,24.6,18.6,19.8,8.8,10.6,1.6,-5.9,16.9,0
369.79,22.9,20.7,25.7,-2.72,-0.78,26.8,22.1,19.2,14.2,11.6,-5.4,-6.5,18.5,0
369.79,22.9,20.7,25.7,-2.72,-0.78,26.8,22.1,19.2,14.2,11.6,-5.4,-6.5,18.5,0
33.35,23.5,18.3,25.3,-1.02,1.44,25.8,21.4,19.2,12.2,11.0,-3.0,-6.1,14.1,0
33.35,23.5,18.3,25.3,-1.02,1.44,25.8,21.4,19.2,12.2,11.0,-3.0,-6.1,14.1,0
160.84,30.6,19.4,22.5,-1.19,1.49,26.6,21.7,17.2,14.1,10.6,4.6,-5.3,-9.1,1
160.84,30.6,19.4,22.5,-1.19,1.49,26.6,21.7,17.2,14.1,10.6,4.6,-5.3,-9.1,0
244.3,29.0,20.0,22.9,-2.01,0.99,26.2,22.2,17.0,14.1,9.6,1.6,-5.9,-8.4,0
244.3,29.0,20.0,22.9,-2.01,0.99,26.2,22.2,17.0,14.1,9.6,1.6,-5.9,-8.4,0
0.0,30.8,16.5,22.5,1.12,4.07,26.8,20.8,17.4,11.4,9.2,6.1,-5.1,13.1,0
0.0,30.8,16.5,22.5,1.12,4.07,26.8,20.8,17.4,11.4,9.2,6.1,-5.1,13.1,0
174.09,36.7,20.7,23.9,-0.74,-0.44,25.2,20.8,18.6,15.4,9.8,7.2,-5.3,-9.5,0
174.09,36.7,20.7,23.9,-0.74,-0.44,25.2,20.8,18.6,15.4,9.8,7.2,-5.3,-9.5,0
142.19,35.1,20.4,22.5,-0.41,0.24,25.6,21.3,17.8,15.7,9.6,6.5,-4.7,13.7,0
142.19,35.1,20.4,22.5,-0.41,0.24,25.6,21.3,17.8,15.7,9.6,6.5,-4.7,13.7,0
132.66,34.1,19.9,24.1,-0.69,0.23,26.6,20.6,18.8,14.6,10.0,5.4,-5.3,12.3,0
132.66,34.1,19.9,24.1,-0.69,0.23,26.6,20.6,18.8,14.6,10.0,5.4,-5.3,12.3,0
5.36,30.7,17.5,23.5,0.2,2.75,26.0,21.4,18.2,12.2,9.2,4.2,-5.3,18.3,1
5.36,30.7,17.5,23.5,0.2,2.75,26.0,21.4,18.2,12.2,9.2,4.2,-5.3,18.3,0
0.0,35.8,17.5,23.5,2.34,2.34,27.0,19.0,19.2,13.2,8.4,7.5,-4.3,13.3,0
0.0,35.8,17.5,23.5,2.34,2.34,27.0,19.0,19.2,13.2,8.4,7.5,-4.3,13.3,0
66.43,36.8,20.1,23.3,-0.45,0.33,26.6,20.6,18.2,15.0,9.2,7.7,-5.1,12.1,0
66.43,36.8,20.1,23.3,-0.45,0.33,26.6,20.6,18.2,15.0,9.2,7.7,-5.1,12.1,0
